4.321746528148651123e-01,6.786409020423889160e-02,3.643104732036590576e-01
3.755873739719390869e-01,2.718610875308513641e-02,3.484013080596923828e-01
3.724277317523956299e-01,2.556861937046051025e-02,3.468589782714843750e-01
3.724855780601501465e-01,2.513945847749710083e-02,3.473461568355560303e-01
3.667154312133789062e-01,2.147313766181468964e-02,3.452424407005310059e-01
3.654032349586486816e-01,2.084571123123168945e-02,3.445574939250946045e-01
3.639320433139801025e-01,1.930715888738632202e-02,3.446249663829803467e-01
3.631235063076019287e-01,1.864972151815891266e-02,3.444736301898956299e-01
3.618938624858856201e-01,1.744480617344379425e-02,3.444489538669586182e-01
3.614253699779510498e-01,1.720587722957134247e-02,3.442194163799285889e-01
3.612103760242462158e-01,1.685079745948314667e-02,3.443595170974731445e-01
3.610861003398895264e-01,1.657816953957080841e-02,3.445079028606414795e-01
3.608936071395874023e-01,1.630654744803905487e-02,3.445869684219360352e-01
3.607130348682403564e-01,1.601607911288738251e-02,3.446969687938690186e-01
3.603208065032958984e-01,1.589110679924488068e-02,3.444297015666961670e-01
3.605328202247619629e-01,1.606010459363460541e-02,3.444725573062896729e-01
3.603849112987518311e-01,1.585542038083076477e-02,3.445296287536621094e-01
3.600834310054779053e-01,1.581188291311264038e-02,3.442716002464294434e-01
3.596573173999786377e-01,1.527228765189647675e-02,3.443851768970489502e-01
3.599704802036285400e-01,1.566986553370952606e-02,3.443007767200469971e-01
3.604737520217895508e-01,1.586007513105869293e-02,3.446137905120849609e-01
3.599412441253662109e-01,1.573867909610271454e-02,3.442024588584899902e-01
3.598325252532958984e-01,1.542828138917684555e-02,3.444041311740875244e-01
3.596723675727844238e-01,1.534844748675823212e-02,3.443238139152526855e-01
3.604680001735687256e-01,1.581070199608802795e-02,3.446573913097381592e-01
3.610052764415740967e-01,1.612059213221073151e-02,3.448846340179443359e-01
3.600475192070007324e-01,1.545815449208021164e-02,3.445893824100494385e-01
3.596525788307189941e-01,1.524757314473390579e-02,3.444050252437591553e-01
3.590879142284393311e-01,1.481431536376476288e-02,3.442737460136413574e-01
3.592023253440856934e-01,1.488450821489095688e-02,3.443177938461303711e-01
3.593086600303649902e-01,1.491559948772192001e-02,3.443929851055145264e-01
3.594217896461486816e-01,1.534251496195793152e-02,3.440793156623840332e-01
3.596291244029998779e-01,1.531183999031782150e-02,3.443173766136169434e-01
3.595206439495086670e-01,1.528047397732734680e-02,3.442401587963104248e-01
3.589062392711639404e-01,1.488004624843597412e-02,3.440261781215667725e-01
3.597896099090576172e-01,1.518794707953929901e-02,3.446016311645507812e-01
3.598336875438690186e-01,1.542685739696025848e-02,3.444066047668457031e-01
3.594954311847686768e-01,1.519983913749456406e-02,3.442957103252410889e-01
3.599139153957366943e-01,1.542241498827934265e-02,3.444914817810058594e-01
3.608468472957611084e-01,1.624235324561595917e-02,3.446045815944671631e-01
3.608272671699523926e-01,1.611185818910598755e-02,3.447154462337493896e-01
3.594601154327392578e-01,1.517806760966777802e-02,3.442820906639099121e-01
3.594250977039337158e-01,1.507573109120130539e-02,3.443493843078613281e-01
3.597860634326934814e-01,1.529456768184900284e-02,3.444915413856506348e-01
3.588887155055999756e-01,1.466193143278360367e-02,3.442266881465911865e-01
3.591190874576568604e-01,1.489109359681606293e-02,3.442280292510986328e-01
3.592153191566467285e-01,1.483839098364114761e-02,3.443768620491027832e-01
3.587976992130279541e-01,1.464081089943647385e-02,3.441569507122039795e-01
3.593767881393432617e-01,1.504158787429332733e-02,3.443352282047271729e-01
3.586302995681762695e-01,1.454103551805019379e-02,3.440892696380615234e-01
