3.661060333251953125e-01,4.272450506687164307e-02,3.233814239501953125e-01
1.983080357313156128e-01,2.763917110860347748e-02,1.706688106060028076e-01
8.667925745248794556e-02,2.587805874645709991e-02,6.080120056867599487e-02
5.435917153954505920e-02,2.482011727988719940e-02,2.953906729817390442e-02
3.928989917039871216e-02,2.340831607580184937e-02,1.588159613311290741e-02
3.420750796794891357e-02,2.273232117295265198e-02,1.147519983351230621e-02
3.034488297998905182e-02,2.219257503747940063e-02,8.152312599122524261e-03
2.772387489676475525e-02,2.153516188263893127e-02,6.188722327351570129e-03
2.546610869467258453e-02,2.064630761742591858e-02,4.819795954972505569e-03
2.362486720085144043e-02,1.971812918782234192e-02,3.906740341335535049e-03
2.223969809710979462e-02,1.900517940521240234e-02,3.234519157558679581e-03
2.087534405291080475e-02,1.825285889208316803e-02,2.622488420456647873e-03
1.989464275538921356e-02,1.764379441738128662e-02,2.250837394967675209e-03
1.936708018183708191e-02,1.733008585870265961e-02,2.037000609561800957e-03
1.839027181267738342e-02,1.664271950721740723e-02,1.747557893395423889e-03
1.756948232650756836e-02,1.617212779819965363e-02,1.397351967170834541e-03
1.702397316694259644e-02,1.580708846449851990e-02,1.216892735101282597e-03
1.688764430582523346e-02,1.578761264681816101e-02,1.100044115446507931e-03
1.610545627772808075e-02,1.519395597279071808e-02,9.115012944675981998e-04
1.583179645240306854e-02,1.504888758063316345e-02,7.829077076166868210e-04
1.563425734639167786e-02,1.491793058812618256e-02,7.163329864852130413e-04
1.541177649050951004e-02,1.476522255688905716e-02,6.465648766607046127e-04
1.503355801105499268e-02,1.444483269006013870e-02,5.887200823053717613e-04
1.485300622880458832e-02,1.430753059685230255e-02,5.454745842143893242e-04
1.451644208282232285e-02,1.402787398546934128e-02,4.885687958449125290e-04
1.423414517194032669e-02,1.379073038697242737e-02,4.434083239175379276e-04
1.397006493061780930e-02,1.355901267379522324e-02,4.110520821996033192e-04
1.382039487361907959e-02,1.342066563665866852e-02,3.997270541731268167e-04
1.377501152455806732e-02,1.328869815915822983e-02,4.863160720560699701e-04
1.329159177839756012e-02,1.298187114298343658e-02,3.097229928243905306e-04
1.296795345842838287e-02,1.269118953496217728e-02,2.767684054560959339e-04
1.280334964394569397e-02,1.253980863839387894e-02,2.635368728078901768e-04
1.295536570250988007e-02,1.268127746880054474e-02,2.740864292718470097e-04
1.254525035619735718e-02,1.229607965797185898e-02,2.491748309694230556e-04
1.199153345078229904e-02,1.177455205470323563e-02,2.169803919969126582e-04
1.185715850442647934e-02,1.165359839797019958e-02,2.035614452324807644e-04
1.162592321634292603e-02,1.143085118383169174e-02,1.950693404069170356e-04
1.142586115747690201e-02,1.124478504061698914e-02,1.810745161492377520e-04
1.142736710608005524e-02,1.124664209783077240e-02,1.807259686756879091e-04
1.149876043200492859e-02,1.131210755556821823e-02,1.866466045612469316e-04
1.115358993411064148e-02,1.099058892577886581e-02,1.630039187148213387e-04
1.111539267003536224e-02,1.095018349587917328e-02,1.652138453209772706e-04
1.092052180320024490e-02,1.076492108404636383e-02,1.556072238599881530e-04
1.081047765910625458e-02,1.065446622669696808e-02,1.560172095196321607e-04
1.018743403255939484e-02,1.006234716624021530e-02,1.250845816684886813e-04
1.034775096923112869e-02,1.021532528102397919e-02,1.324250188190490007e-04
1.026154402643442154e-02,1.013184711337089539e-02,1.296889968216419220e-04
9.806221351027488708e-03,9.691505692899227142e-03,1.147166767623275518e-04
9.857818484306335449e-03,9.745953604578971863e-03,1.118619693443179131e-04
9.709226898849010468e-03,9.600878693163394928e-03,1.083504903363063931e-04
