2.409125268459320068e-01,5.202986299991607666e-02,1.888826638460159302e-01
7.819173485040664673e-02,2.017031982541084290e-02,5.802142992615699768e-02
4.689665511250495911e-02,1.542588323354721069e-02,3.147077187895774841e-02
3.599580377340316772e-02,1.267992705106735229e-02,2.331588231027126312e-02
2.858005464076995850e-02,1.103065349161624908e-02,1.754940114915370941e-02
2.435816079378128052e-02,9.909260086715221405e-03,1.444890070706605911e-02
1.996161602437496185e-02,8.884662762284278870e-03,1.107695605605840683e-02
1.675808988511562347e-02,8.095031604170799255e-03,8.663057349622249603e-03
1.474868599325418472e-02,7.694113068282604218e-03,7.054573390632867813e-03
1.290787663310766220e-02,7.052929606288671494e-03,5.854947958141565323e-03
1.160037610679864883e-02,6.605474278330802917e-03,4.994902294129133224e-03
1.049104426056146622e-02,6.237263325601816177e-03,4.253780469298362732e-03
9.869023226201534271e-03,6.199620198458433151e-03,3.669402562081813812e-03
8.765224367380142212e-03,5.701603367924690247e-03,3.063620533794164658e-03
7.965163327753543854e-03,5.441334098577499390e-03,2.523829229176044464e-03
7.360516581684350967e-03,5.216043442487716675e-03,2.144472906365990639e-03
6.761666387319564819e-03,4.970710724592208862e-03,1.790956011973321438e-03
6.289063487201929092e-03,4.777672700583934784e-03,1.511390437372028828e-03
5.991435609757900238e-03,4.686832893639802933e-03,1.304602599702775478e-03
5.643991753458976746e-03,4.509222228080034256e-03,1.134770573116838932e-03
