3.010229580104351044e-02,7.049940992146730423e-03,2.305235154926776886e-02
9.274632669985294342e-03,3.526750952005386353e-03,5.747884046286344528e-03
6.068887654691934586e-03,3.116437466815114021e-03,2.952449955046176910e-03
5.271245725452899933e-03,2.897073514759540558e-03,2.374172676354646683e-03
4.818335175514221191e-03,2.672644564881920815e-03,2.145693870261311531e-03
4.533070605248212814e-03,2.494472311809659004e-03,2.038595732301473618e-03
4.347076173871755600e-03,2.377577358856797218e-03,1.969499979168176651e-03
4.164982121437788010e-03,2.254595514386892319e-03,1.910388469696044922e-03
3.980057779699563980e-03,2.118909033015370369e-03,1.861147931776940823e-03
3.811862785369157791e-03,1.991501310840249062e-03,1.820358796976506710e-03
3.652490675449371338e-03,1.872264780104160309e-03,1.780224731191992760e-03
3.507209941744804382e-03,1.753756194375455379e-03,1.753453863784670830e-03
3.366577439010143280e-03,1.645928132347762585e-03,1.720647793263196945e-03
3.246157895773649216e-03,1.556498929858207703e-03,1.689661177806556225e-03
3.144230693578720093e-03,1.481712795794010162e-03,1.662518596276640892e-03
3.058362519368529320e-03,1.418634783476591110e-03,1.639727037400007248e-03
2.971448935568332672e-03,1.354978652670979500e-03,1.616469351574778557e-03
2.910543000325560570e-03,1.307274913415312767e-03,1.603267388418316841e-03
2.824308350682258606e-03,1.250789850018918514e-03,1.573518151417374611e-03
2.775573404505848885e-03,1.210507936775684357e-03,1.565065584145486355e-03
