8.989844471216201782e-02,2.010307833552360535e-02,6.979541480541229248e-02
3.705070912837982178e-02,7.812868803739547729e-03,2.923784777522087097e-02
3.081445209681987762e-02,5.959226284176111221e-03,2.485523186624050140e-02
2.796698547899723053e-02,5.136673804372549057e-03,2.283033356070518494e-02
2.618857473134994507e-02,4.659581463783979416e-03,2.152900025248527527e-02
2.502918988466262817e-02,4.328205250203609467e-03,2.070097066462039948e-02
2.391310408711433411e-02,4.063243512064218521e-03,1.984986290335655212e-02
2.314254455268383026e-02,3.853845410048961639e-03,1.928869262337684631e-02
2.236631698906421661e-02,3.708780277520418167e-03,1.865752972662448883e-02
2.162156067788600922e-02,3.560414072126150131e-03,1.806115731596946716e-02
2.108808048069477081e-02,3.457461018115282059e-03,1.763061992824077606e-02
2.061108127236366272e-02,3.365090582519769669e-03,1.724600046873092651e-02
2.015466429293155670e-02,3.283039433881640434e-03,1.687162742018699646e-02
1.974199526011943817e-02,3.216811455786228180e-03,1.652518287301063538e-02
1.951028034090995789e-02,3.172623924911022186e-03,1.633765548467636108e-02
1.902793161571025848e-02,3.107863012701272964e-03,1.592006720602512360e-02
1.879897713661193848e-02,3.064591437578201294e-03,1.573438942432403564e-02
1.852404698729515076e-02,3.020711010321974754e-03,1.550334226340055466e-02
1.811177097260951996e-02,2.969662426039576530e-03,1.514211017638444901e-02
1.782757788896560669e-02,2.924019703641533852e-03,1.490356959402561188e-02
