1.041070073843002319e-01,3.490486741065979004e-02,6.920225173234939575e-02
3.656277060508728027e-02,2.705024741590023041e-02,9.512534365057945251e-03
nan,nan,4.162245430052280426e-03
2.443494275212287903e-02,2.256982028484344482e-02,1.865087659098207951e-03
2.204271778464317322e-02,2.066780440509319305e-02,1.374914892949163914e-03
2.017197385430335999e-02,1.924743875861167908e-02,9.245208930224180222e-04
1.806837320327758789e-02,1.759482361376285553e-02,4.735563416033983231e-04
1.697132922708988190e-02,1.665472611784934998e-02,3.166027308907359838e-04
1.591067202389240265e-02,1.569776795804500580e-02,2.129038912244141102e-04
1.520207896828651428e-02,1.504883915185928345e-02,1.532428577775135636e-04
1.416884455829858780e-02,1.404410321265459061e-02,1.247512118425220251e-04
1.264370232820510864e-02,1.253809500485658646e-02,1.056056353263556957e-04
1.149045862257480621e-02,1.139907632023096085e-02,9.138305176747962832e-05
1.083931699395179749e-02,1.076107285916805267e-02,7.823581108823418617e-05
1.012809760868549347e-02,1.006029173731803894e-02,6.780069816159084439e-05
9.459209628403186798e-03,9.395405650138854980e-03,6.380604463629424572e-05
8.753276430070400238e-03,8.696915581822395325e-03,5.636098649119958282e-05
8.187476545572280884e-03,8.136035874485969543e-03,5.143972157384268939e-05
7.655155379325151443e-03,7.609230466187000275e-03,4.592515324475243688e-05
7.097976282238960266e-03,7.055249530822038651e-03,4.272920705261640251e-05
6.683293730020523071e-03,6.643571890890598297e-03,3.972381455241702497e-05
6.306578870862722397e-03,6.271613296121358871e-03,3.496783392620272934e-05
5.912522785365581512e-03,5.881574004888534546e-03,3.094476778642274439e-05
5.629543215036392212e-03,5.598993040621280670e-03,3.055295019294135273e-05
5.378662608563899994e-03,5.348893348127603531e-03,2.977042640850413591e-05
5.086233373731374741e-03,5.058289505541324615e-03,2.794600732158869505e-05
4.869945347309112549e-03,4.841461312025785446e-03,2.848292206181213260e-05
4.657236859202384949e-03,4.628711380064487457e-03,2.852629768312908709e-05
4.502633120864629745e-03,4.475185647606849670e-03,2.745091842371039093e-05
4.369939211755990982e-03,4.344499204307794571e-03,2.543554546718951315e-05
4.283753689378499985e-03,4.257459659129381180e-03,2.629531445563770831e-05
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
